business_id,name,address,city,ZIP Code,latitude,longitude,stars,review_count,BusinessParking,BestNights,RestaurantsReservations,HappyHour,NoiseLevel,Ambience,RestaurantsGoodForGroups,WiFi,RestaurantsAttire,OutdoorSeating,RestaurantsTableService,Alcohol,RestaurantsPriceRange2,GoodForKids,BusinessAcceptsCreditCards,Caters,GoodForMeal,HasTV,WheelchairAccessible,BikeParking,DogsAllowed,Corkage,BYOB,DriveThru,BYOBCorkage,Smoking,Music,CoatCheck,BusinessAcceptsBitcoin,ByAppointmentOnly,GoodForDancing,RestaurantsTakeOut,RestaurantsDelivery,BestNights,RestaurantsReservations,HappyHour,NoiseLevel,RestaurantsGoodForGroups,WiFi,RestaurantsAttire,OutdoorSeating,RestaurantsTableService,Alcohol,RestaurantsPriceRange2,GoodForKids,BusinessAcceptsCreditCards,Caters,HasTV,WheelchairAccessible,BikeParking,DogsAllowed,Corkage,BYOB,DriveThru,BYOBCorkage,Smoking,Music,CoatCheck,BusinessAcceptsBitcoin,ByAppointmentOnly,GoodForDancing,GoodForMeal_dessert,GoodForMeal_latenight,GoodForMeal_lunch,GoodForMeal_dinner,GoodForMeal_brunch,GoodForMeal_breakfast,BusinessParking_valet,BusinessParking_garage,BusinessParking_street,BusinessParking_lot,BusinessParking_validated,Ambience_divey,Ambience_hipster,Ambience_casual,Ambience_touristy,Ambience_trendy,Ambience_intimate,Ambience_romantic,Ambience_classy,Ambience_upscale,hours_Tuesday,hours_Wednesday,hours_Thursday,hours_Friday,hours_Saturday,hours_Sunday,hours_Monday
0hPp_rLhzOVZ0YRbojvSeQ,Montesini Pizza,6420 frankford ave,philadelphia,19135,40.0295108576,-75.0583856691,4.0,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,,u'casual',False,,u'beer_and_wine',1,True,True,False,True,,False,,,,,,,,,,,,False,,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,10:0-19:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,10:0-23:0,0:0-0:0
gP5wF34lgcfI1yAaS4Vu4A,Bacio,700 bethlehem pike,erdenheim,19038,40.092327,-75.214039,3.5,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,,,u'free',,True,True,u'full_bar',,True,True,True,True,,,,False,True,,,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,False,False,True,True,False,True,False,,,False,,False,False,False,False,False,False,False,False,False,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:0,10:30-22:0,11:0-21:30,10:30-21:30
YajautTNwCHcMFKmSkabcg,Popi's Italian Restaurant,3120 s 20th st,philadelphia,19145,39.9115964464,-75.1826359382,3.5,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'no',u'casual',True,,u'full_bar',2,True,True,True,True,,True,,,,,,,,,,,,False,False,True,True,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0
-7wXZWnKe26iwJY_5z_AAw,La Fava Restaurant and Bar,"1102 baltimore pike, ste 101",glen mills,19342,39.8805494,-75.5427271,4.0,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",True,True,,,u'free',,False,True,u'full_bar',3,,True,True,True,True,True,False,,False,False,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,False,,,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10:0-14:0,10:0-14:0,10:0-14:0,10:0-14:0,,,0:0-0:0
izam2SZbp1f55jrScJ4Agw,PrimoHoagies,2862 street rd,bensalem,19020,40.111864,-74.955206,3.0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,,False,,casual,False,,,2,True,True,True,True,,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,16:0-21:0,15:0-21:0,
bJJWjoYM8SMB9c4l1VKA1Q,Drougie's Pizza,3542 cottman ave,philadelphia,19149,40.036958,-75.0415951,2.5,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'very_loud',True,u'no',u'casual',False,False,u'none',1,True,True,True,True,True,True,,,,,,,,,,,,False,,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,16:0-22:0,17:0-22:0
qnprJxrjwuEivitA8V2aEQ,Fiorella,817 christian st,philadelphia,19147,39.9388677768,-75.156939,4.5,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,True,False,u'average',,u'free',,True,,u'full_bar',,,True,False,False,,False,False,,,False,,,,,,,,False,False,False,False,False,False,False,,True,,False,False,False,True,False,,False,False,False,False,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0,0:0-0:0
cdoWqdOxg8YIAlLL6Ab8_Q,Otto by Polpo,52 n bryn mawr ave,bryn mawr,19010,40.021806859,-75.3161867335,3.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,u'free',,True,True,,,,,,,True,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,,,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0,0:0-0:0
UP8jx6-pJqnl1E081De-Ig,Double Decker Pizza - Chadds Ford,"220 wilmington w chester pike, ste 100",chadds ford,19317,39.85044,-75.53916100000001,2.5,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,no,u'casual',False,,u'none',1,True,True,True,True,,False,,,,,,,,,,,,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,8:30-18:0,8:30-15:0,8:30-18:0
B-XsICEjA_FtZFyUlNhKCg,Bravo's Pizza and Family Restaurant,212 w walnut st,perkasie,18944,40.3695515,-75.2958676,3.5,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,False,,False,u'no',casual,False,,u'none',1,True,True,True,False,,True,,,,,,,,,False,,,False,False,True,False,False,False,False,False,False,True,False,False,,True,False,,True,True,,,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,10:30-20:0,12:0-20:0,10:30-20:0
xc5g97kFDCKrFyk9qa6Jtg,Osman's Pizza & Grill,577 lancaster ave,malvern,19355,40.035917,-75.572552,3.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',u'casual',False,,u'none',1,True,True,True,True,,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11:0-22:0,11:0-22:0,11:0-20:0,11:0-23:0,11:0-23:0,11:0-22:0,0:0-0:0
EvYeRMbG9XlEkafCJfnovA,Bruno's,9800 germantown pike,philadelphia,19118,40.086094,-75.230789,3.0,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'free',u'casual',True,True,u'none',1,True,True,,False,,True,True,False,True,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,,,,11:30-22:0,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-20:30,11:30-22:0
vwAhm3pRjCEz_jNXr9vMaA,Matt & Marie's,"100 n 18th st, ste 120",philadelphia,19103,39.9558026,-75.1694544,4.0,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,free,casual,False,,u'none',1,True,True,True,False,,True,,,,,,,,,False,False,,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-21:0,10:0-22:0
kpmGHDhrCd2Ps7HCEO162w,Georgine's Restaurant,1320 newport rd,bristol,19007,40.104601,-74.890871,3.0,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,True,,u'average',True,u'no',casual,False,True,u'full_bar',2,True,True,True,True,,True,,,,,,,,,,,,,,True,True,,False,False,False,True,True,False,False,False,True,False,False,,False,,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,16:0-22:30,14:0-21:30,11:0-22:0
7QfRLE_ti1yA0NqTWKLjdw,La Viola Ovest,252 s 16th st,philadelphia,19102,39.9480118,-75.1680247,3.5,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'no',casual,True,,u'none',2,False,True,False,False,,True,,,,,yes_free,,,,,,,True,,,True,True,,False,False,False,False,False,False,False,True,False,,False,False,False,False,17:0-20:0,17:0-20:0,17:0-20:0,11:30-14:30,,,
cZApZFSmi-6AyCamhsTmEA,IL Granaio - Phoenixville,184 bridge st,phoenixville,19460,40.1338428509,-75.5153042157,4.5,193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,None,None,True,True,,,,,None,True,u'full_bar',,True,,,True,,,,,,,,,None,,,,,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9:30-18:0,9:30-18:0,9:30-18:0,9:30-18:0,8:30-17:0,10:0-14:0,
bj8eQQvQ4so-bLO64LC_gw,Anthony's Coal Fired Pizza,960 dekalb pike,blue bell,19422,40.1649985,-75.2909704,3.0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True,average,True,u'free',casual,True,True,u'full_bar',2,True,True,True,True,True,True,,,,,,,None,,,,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,11:30-22:0,,17:0-22:0
fQtFa0ppH1cmI_IUpsmu-Q,Centrella's Deli,10 brookline blvd,havertown,19083,39.9790875,-75.3039774,4.5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'quiet',True,u'no',u'casual',False,,u'none',2,True,True,True,True,,True,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:30,10:30-22:30,11:0-22:0,
FgZBJI-ld2z46vqRqCHe2A,Bravo Pizza,2960 skippack pike,worcester,19490,40.2001029,-75.345561,3.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,quiet,True,u'free',u'casual',True,,u'beer_and_wine',1,True,True,True,True,,True,,,,,,,,,,,,False,False,,True,False,False,False,False,True,False,False,,,,False,False,,False,False,,,17:0-21:30,17:0-21:30,17:0-22:0,17:0-22:0,16:0-21:30,
iEipb1sh0CiHScEgpPNDow,Olive Garden Italian Restaurant,1 town center dr,collegeville,19426,40.1650184502,-75.4768532423,2.5,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,True,u'average',True,u'free',u'casual',False,True,u'full_bar',2,True,True,True,False,True,False,,,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,,,False,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,False,,,False,False,16:0-21:0,16:0-21:0,16:0-21:0,11:30-21:0,11:30-21:0,13:0-21:0,16:0-21:0
sb8-TzsXOV7IsErbpHZo3g,Positano Coast by Aldo Lamberti,"212 walnut st, fl 2",philadelphia,19106,39.9466579,-75.144724,3.5,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",True,True,u'average',True,u'free',u'casual',True,True,full_bar,2,False,True,True,True,True,True,False,,,,,u'no',"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,False,,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,,12:0-19:0,12:0-19:0,12:0-16:0,12:0-19:0,12:0-19:0,0:0-0:0
ndVqbK8tlQSZM63rajPkBQ,Palizzi Filippo Social Club,1408 s 12th st,philadelphia,19147,39.9321574,-75.1644109,4.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,False,,,False,no,,,,u'full_bar',3,False,False,,,,,,,,,,,,,,,,False,False,,True,False,False,False,False,True,False,True,False,,True,False,False,False,,False,False,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,11:0-21:0
xlEyP85qs0mNV2rspP4MgA,Leonardo's Pizza,19 w butler ave,chalfont,18914,40.2857401174,-75.2085044235,4.0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'free',u'casual',True,,u'beer_and_wine',1,True,True,True,True,,,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,16:0-20:30,
8rmbKD_iF5V05IzlelaJlQ,Anthony's,865 w springfield rd,springfield,19064,39.9450310419,-75.3478860045,3.5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,True,False,False,False,False,True,False,False,False,,True,False,False,,False,False,False,10:30-21:30,10:30-21:30,10:30-21:30,10:30-22:30,10:30-22:30,11:0-21:0,10:30-21:30
5vAtunQlPFkfdTI9zn4TIw,Pitruco Pizza,,philadelphia,19104,39.9583587,-75.1953934,4.5,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,u'average',False,u'no',u'casual',True,,u'none',1,True,True,True,True,,True,,,,,,,,,,,,True,,,True,True,,False,,,,False,False,False,True,False,False,False,False,True,False,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,
ISijWeb3TndvQRQwjHleMw,Pagano's,1216 w township line rd,drexel hill,19026,39.9576783,-75.3195808,4.5,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,u'average',False,no,u'casual',False,,none,1,True,True,True,True,,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
BdTbH72RDWnPu_Qcev0ziw,Enjay's Pizza,210 s 40th st,philadelphia,19104,39.9536784,-75.2027865,4.0,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',casual,False,,u'full_bar',2,False,True,True,True,,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,10:30-21:0,10:30-21:0,10:30-21:0,10:30-22:0,10:30-22:0,11:30-21:0,10:30-21:0
0p_Y0p9FBDycE99DhcGK-A,Tornetta's Pizzeria,104 wilson st,pottstown,19464,40.2608124213,-75.6436394485,4.0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',False,u'free',u'casual',True,,u'beer_and_wine',1,True,True,True,True,,True,,,,,,,,,,,,False,,True,True,False,False,False,False,True,True,False,,,,,,,,,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,13:0-22:0,11:0-22:0,10:30-22:0
KxQca9d-9Rrn5STR_y9soQ,Positano Ristorante & Bar,21 w lancaster ave,ardmore,19003,40.008494,-75.291994,2.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,u'quiet',True,u'free',u'dressy',True,,u'full_bar',3,False,True,True,True,,False,,,,,,,,,,,,False,False,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,10:0-16:0,10:0-20:0,10:0-20:0
ceOLiBDHKrc4flMXoGnfqQ,Bacco Italian Restaurant,587 dekalb pike,north wales,19454,40.2184036511,-75.2472000407,3.5,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True,u'average',True,free,u'casual',True,True,u'full_bar',2,True,True,True,True,,True,False,,,,,,,,,,,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,9:0-17:0,8:0-12:0,8:0-12:0,9:0-17:0,9:0-16:0,9:0-15:0,8:0-15:0
o8LebIdVCcy1o0bSD6nT2w,The Greyhound Cafe,81 lancaster ave,malvern,19355,40.0441885267,-75.5298703822,4.5,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,False,u'average',True,u'free',u'casual',False,False,u'none',2,True,True,True,False,True,False,False,False,True,False,,,,,False,,,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:30,11:0-21:30,12:0-20:30,
ev7LCzblmrFqBZVUzWwh2w,Original Dominick's Pizzeria & Italian Restaurants,1250 general washington mem blvd,washington crossing,18977,40.2922739,-74.8723396,3.5,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,True,u'average',True,u'free',casual,True,True,u'full_bar',2,True,True,True,True,True,True,,,,,,,,,,,,,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,11:0-22:0,12:0-21:30,
EIuQ0D8kIbo3tZrZYN3ZGA,Burrata Havertown,26 e eagle rd,havertown,19083,39.9886794,-75.3103898,4.5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,None,,,,,,u'free',,True,True,u'none',,,True,False,False,True,True,,False,True,,,,,,,,,True,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,14:0-21:0,
pCBYHV6YFKGNTkjLHBGf4A,Pina's Pizza lll,4349 w swamp rd,doylestown,18902,40.332592,-75.133031,3.5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'no',casual,True,True,u'none',1,True,True,True,True,True,False,,,,,,,,,,,,False,False,True,True,False,False,False,False,False,True,False,,False,True,False,False,False,False,False,False,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,16:0-22:0,
f37jqHSmSARVyrBOFnVD2w,Franco & Giuseppe Cucina Italiana,8921 w chester pike,upper darby,19082,39.9679201139,-75.289589949,4.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,10:0-20:0,10:0-16:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0
4kjq3pjsyA8XdwYDJg8y0g,Piccolo Trattoria,32 west rd,newtown,18940,40.2341813,-74.9461166,3.5,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,free,casual,False,,u'none',2,True,True,True,False,,False,False,,,,,,,,,,,False,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-20:30,0:0-0:0
qZxU6X79h8lH_7z6VcxMAQ,Trios Tomato Pie,939 township line rd,elkins park,19027,40.082118,-75.1179827,4.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,True,,,,,True,True,True,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,11:0-20:0,0:0-0:0
RQfr2bN098xUzYyO0o-BOQ,Amore Pizza & Restaurant,316 s high st,west chester,19382,39.9567476,-75.6015764,3.0,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,u'average',True,u'free',u'casual',False,,u'none',2,True,True,True,True,True,True,,,,,,,,,False,,,False,False,,True,False,False,False,False,False,True,False,False,,True,False,,False,False,,False,11:30-21:0,11:30-21:0,11:30-21:0,11:30-22:0,11:30-22:0,11:30-21:0,
Qt5Oj0DnntUP7NahZzx2jw,PrimoHoagies,"1650 limekiln pike, unit b16",dresher,19025,40.1450399,-75.1678031,2.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,,,False,,casual,False,,,1,True,True,True,True,,False,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,0:0-23:0,11:30-22:0,11:0-22:0
LNHq9WxfhN2UBNOR2tnRQQ,Corropolese Bakery & Deli,2014 old arch rd,norristown,19401,40.1301846,-75.3176219,4.5,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,False,,u'average',True,u'free',casual,True,False,none,1,True,True,True,False,True,True,False,,,,no,,,,False,,,,,,True,False,False,False,False,False,True,False,False,False,True,False,False,,False,False,False,16:0-21:0,16:0-21:0,16:0-21:0,12:0-22:0,12:0-22:0,12:0-20:0,14:0-20:0
SsdCrUeZlHqqGOWTfZ95Cw,Pica's Restaurant of Upper Darby,7803 west chester pike,upper darby,19082,39.9652977,-75.2752038,4.0,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,no,casual,False,True,full_bar,2,True,True,True,True,True,False,,,,,,,,,,,,False,False,False,False,False,False,False,False,True,False,False,False,,True,,,,True,,,10:0-19:0,10:0-19:0,10:0-19:0,10:0-20:0,10:0-16:0,10:0-19:0,10:0-19:0
B1YtF6TvK5JjMb03RVkbjA,II Brother's Pizza & Restaurant,485 baltimore pike,glen mills,19342,39.892332,-75.505216,4.0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,False,u'average',True,u'free',u'casual',True,True,u'none',2,True,True,True,True,True,True,False,,,,,,,,False,,,True,,,True,,,False,False,False,True,False,,,True,False,,False,False,False,False,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,11:0-21:0,
1CCG0WYSoR8ejdgD5-Gaqg,Francoluigi's Pizzeria & Italian Restaurant,1549 s 13th st,philadelphia,19147,39.9302667,-75.1659499,4.0,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'no',u'casual',False,True,u'full_bar',2,True,True,True,True,,True,False,True,,,yes_corkage,,,,,,,False,False,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-21:0,11:0-22:0
4_VDvhKpKSsj7jZYdocZYA,La Viola,"253 s 16th st, apt 1",philadelphia,19102,39.947783,-75.1677739,3.5,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'loud',True,u'no',casual,True,True,u'none',2,False,False,False,False,,True,,False,,,yes_free,,,,,,,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,,11:0-22:0
CHg8ksvZJpDzd4s7Dc8EIQ,PrimoHoagies,157 w lancaster ave,ardmore,19003,40.0099364544,-75.29381915,3.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,False,False,u'average',False,u'no',u'casual',False,False,u'none',1,True,True,True,True,True,True,,False,False,,,,,,,,,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,11:0-0:0,11:0-0:0,11:0-0:0,11:0-2:0,11:0-2:0,11:0-23:0,11:0-0:0
Mt6XTQfwk2DUD3AK29YIBg,Melograno,2012 sansom st,philadelphia,19103,39.9512428,-75.1741148,3.5,451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,,True,False,u'average',True,u'no',casual,True,True,u'none',3,False,True,False,False,True,True,,False,,,yes_free,,,,,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,10:30-22:30,10:30-22:30,10:30-22:30,10:30-23:30,11:30-22:30,11:30-22:0,10:30-22:30
E8-BTZs3y0xIXflGSlBt1g,Nonna Rosa Pizzeria,236 egypt rd,jeffersonville,19403,40.131007,-75.393033,3.5,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',u'casual',False,,u'none',1,True,True,True,True,,True,,,,,,,,,,False,,False,False,True,False,False,False,,,,,,,,,,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,11:0-22:30,11:0-21:30,11:0-22:0
KUK0KZ4mJTsM4RmVh4Ykvw,Crust Brick Oven Pizzeria,872 w lancaster ave,bryn mawr,19010,40.0224892,-75.3208721,3.0,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',u'casual',True,True,u'none',2,True,True,True,True,True,True,True,,,,,,,,False,,,,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:30,17:0-21:30,,17:0-21:0
ntsN09UfQSlRWO37guMKMw,Riviera D'Italia,1185 easton rd,abington,19001,40.1246130509,-75.1328057724,4.0,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,,u'average',True,u'free',casual,False,True,,2,True,True,True,True,True,True,,,,,,,,,,False,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0,0:0-0:0
eJaeTZlIdM3HWCq__Ve4Wg,Tria Cafe Rittenhouse,123 s 18th st,philadelphia,19103,39.9509483,-75.1704197,4.5,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,"{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}",True,False,u'average',True,u'free',casual,True,True,beer_and_wine,3,False,True,False,False,False,True,True,,,,no,u'no',"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",True,False,False,False,,False,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,,16:0-20:0,16:0-20:0,16:0-21:0,12:0-21:0,12:0-20:0,
Sqpr7OTHf_XHT2_6WFuemw,PrimoHoagies,"700 nutt rd, ste 712",phoenixville,19460,40.1329443,-75.5331155,2.5,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,True,False,u'quiet',True,u'free',casual,True,,u'none',1,True,True,True,True,,True,,,,,,,,,False,,,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,16:0-22:0,,,11:0-21:0,11:0-21:0,9:0-13:0,
