@id,name,longitude,latitude,addr:city,ZIP_CODE,building,opening_hours,phone,website,county
node/1599081328,Lombardo's,-76.3104397,40.0460284,Lancaster,17603,,"Mo,Su off; Tu-Th 11:00-14:30,16:00-21:30; Fr-Sa 11:00-14:30,16:00-22:00",+1 717-394-3749,https://lombardosrestaurant.com/,Lancaster County
node/1637339902,D'Ottavio's,-78.2365279,40.6740662,,16686,,,,,Blair County
node/1695365684,Cafe Antonio's,-74.7806608,40.217434,,19067,,Sunday-Thursday 11:00 AM to 10:00 PM Friday-Saturday 11:00 AM to 11:00 PM,215-428-3999,https://www.cafeantonio.com/,Bucks County
node/1712004131,Shef's Pizza,-75.0318147,40.0365975,,19136,,,,,Burlington County
node/1796197117,Minutello's Restaurant and Lounge,-79.9222772,40.4587877,,15206,,Mo-Th 11:00-23:00; Fr 11:00-24:00; Sa 15:00-23:00; Su 15:00-21:00,+1-412-361-9311,http://www.minutellosrestaurant.com/,Allegheny County
node/1838834929,Lucca Ristorante,-79.9485562,40.4451909,Pittsburgh,15213,,"Mo-Fr 11:30-14:00,17:00+; Sa 17:00+; Su 16:30+",+1-412-682-3310,https://luccaristorante.com/,Allegheny County
node/1918053404,Ron's Original Bar & Grille,-75.654135,40.0590047,Exton,19341,,"Mo-Th,Su 11:00-22:00; Fr-Sa 11:00-23:00",+1 610-594-9900,https://ronsoriginal.com/,Chester County
node/1940776523,Melograno,-75.1741414,39.9512797,Philadelphia,19103,,"Mo off; Tu-Th,Su 17:00-21:30; Fr-Sa 17:00-22:00",+1 215-875-8116,https://www.melogranophilly.com,Philadelphia County
node/1966014847,Sammy's Authentic Italian Restaurant,-76.8852506,40.2642017,,17124,,,,http://www.sammysitalianrestaurant.com/,Dauphin County
node/2000395030,Franconi's Ristorante,-75.2579059,40.2286799,,19454,,,,,Montgomery County
node/2003096867,Little Anthony's,-75.7887481,39.9892646,Coatesville,19320,,"Mo-Th,Su 10:00-22:00; Fr-Sa 10:00-23:00",+1 610-384-2292;+1 610-384-3386,https://www.littleanthonyspizza-grille.com,Chester County
node/2014454568,Joseph Tambellini Restaurant,-79.9214814,40.4764926,,15206,,,412665000,http://www.josephtambellini.com/,Allegheny County
node/2018681935,Bella Italia,-75.7928786,40.3858241,,19547,,,,,Berks County
node/2040424579,Vetri Cucina,-75.163189,39.9467368,,19109,,"17:00+ ""Dinner every day starting at 5PM""",,https://vetricucina.com,Philadelphia County
node/2040436590,Osteria,-75.1611073,39.964982,,19122,,,,https://www.osteriaphilly.com/,Philadelphia County
node/2040440589,Alla Spina,-75.1615233,39.9644178,,19130,,,,www.allaspinaphilly.com,Philadelphia County
node/2040446963,Ralph's,-75.1576476,39.940255,Philadelphia,19147,,Mo-Th 16:00-21:00; Fr 16:00-21:30; Sa 13:00-21:30; Su 13:00-21:00,+1-215-627-6011,https://ralphsrestaurant.com,Philadelphia County
node/2096187242,Aurora Pizzeria & Pasta Kitchen,-75.8750657,39.8236181,,19390,,11:00-21:00,,,Chester County
node/2133394211,Storms Restaurant,-79.9983932,40.4384415,,15219,,Mo-Fr 11:30-19:00,412-281-4321,http://www.stormsrestaurant.com/,Allegheny County
node/2211627790,Two Cousins,-76.3531461,40.0378537,,17603,,,,,Lancaster County
node/2256040035,Maggiano's,-75.1598822,39.9531112,,19107,,11:30-22:00,,,Philadelphia County
node/2256040037,Sotto,-75.1793805,39.9513778,Philadelphia,19103,,Tu-Th 12:00-21:00; Fr-Sa 12:00-22:00,+1-215-496-9222,http://sottorestaurant.net/,Philadelphia County
node/2296211827,Cucina Forte,-75.1561811,39.9397655,Philadelphia,19147,,,(215) 238-0778,https://www.cucinaforte.com/,Philadelphia County
node/2296287498,Mr. Martino's Trattoria,-75.1646756,39.9290161,Philadelphia,19148,,,(215) 755-0663,,Philadelphia County
node/2296287516,Chiarella's,-75.1632687,39.9297279,,19145,,,,,Philadelphia County
node/2296287523,Le Virtu,-75.1678021,39.9259892,Philadelphia,19148,,Mo-Th 17:00-22:00; Fr-Sa 17:00-22:30; Su 16:00-21:30,,https://www.levirtu.com/,Philadelphia County
node/2330847457,Spello,-80.0564075,40.6874806,Mars,16046,,,,,Butler County
node/2333113603,Pizza Roma,-80.1042259,40.6917513,,16066,,,,,Butler County
node/2340613008,Cry Baby Pasta,-75.1476433,39.9406306,Philadelphia,19147,,Mo off; Tu-Su 17:00+,+1-267-534-3076,http://crybabypasta.com,Philadelphia County
node/2351613922,Mamma Rosa's,-79.908202,40.8293597,,16002,,,,,Butler County
node/2419077037,Valentino's Italian Restaurant,-76.6830436,39.9325717,York,17402,,,,,York County
node/2433031845,Luciano's Italian Brick Oven,-80.035947,40.6959539,,16046,,,,,Butler County
node/2453409143,Panevino,-75.9335895,40.3366201,,19601,,,,,Berks County
node/2498441914,Osteria 2350,-79.9825463,40.4543288,,15222,,,,,Allegheny County
node/2500236520,Bravo,-80.0510516,40.3564018,,15228,,,,,Allegheny County
node/2501937312,La Eda's,-79.8804143,40.1437506,,15062,,,,,Westmoreland County
node/2503424779,Olive Garden,-80.2200304,40.1883427,,15347,,,,,Washington County
node/2507820891,Bravo,-80.1805162,40.4484651,,15275,,,,,Allegheny County
node/2508719228,Buca di Beppo,-80.0043859,40.4334995,,15211,,,,,Allegheny County
node/2548048900,Davinci Italian Eatery,-77.037732,40.2441196,Mechanicsburg,17050,,,,,Cumberland County
node/2570203918,Mario's Italian,-80.2131741,40.5114762,,15108,,,,,Allegheny County
node/2583051316,Ringside,-80.141808,42.0803144,Erie,16506,,,,,Erie County
node/2610107943,The Deli of Italy,-76.6696255,39.9831923,York,17402,,,,http://deliofitaly.co,York County
node/2623019333,Rocco's Pizza,-77.1147631,40.0074726,York Springs,17372,,,,https://www.roccosyorksprings.com/,Adams County
node/2698620952,Original Italian Pizza,-76.5539334,40.7918413,Shamokin,17872,,11:00-22:00,+1 570 644 7621,,Northumberland County
node/2701472727,Quick Fixx,-75.1675414,39.9439783,Philadelphia,19146,,11:00-21:00,+1 267-273-1066,https://thequickfixx.com/,Philadelphia County
node/2757613001,Vivo,-80.1807499,40.5403961,,15143,,,,,Allegheny County
node/2771204405,Vincent's of Greentree,-80.0501,40.420994,Pittsburgh,15220,,Mo-Th 11:00-23:00; Fr-Sa 11:00-24:00; Su 12:00-22:00,+1-412-921-8811,https://vincentsgreentree.com/,Allegheny County
node/2966541286,Tomasino's,-75.9539245,41.3326202,,18612,,,,,Luzerne County
node/2970523860,Angelo's Restaurant and Pizza,-75.8532388,41.3002844,,18644,,,,,Luzerne County
node/2970524470,Marianos,-75.8155793,41.3218866,Exeter,18643,,,5708831960,https://marianos-la-puccia.business.site/,Luzerne County
node/2970524513,Villa Foglia,-75.8161337,41.3216621,Exeter,18643,,,,,Luzerne County
node/2971738053,Agolino's,-75.7954508,41.3270657,,18643,,,,,Luzerne County
node/2973133327,Grico's,-75.8146832,41.3225602,Exeter,18643,,,,https://www.gricosrestaurant.com/,Luzerne County
node/2973133572,Valenti's Restaurant,-75.8175147,41.3213348,Exeter,18643,,Tu-Su 17:00-21:30,,https://valentirestaurant.net/,Luzerne County
node/2973133748,2 Chefs Italian Restaurant,-75.8154842,41.3222146,Exeter,18643,,,5706544111,,Luzerne County
node/2973223020,Antonio's Pizza and Subs,-75.7966171,41.3275781,,18643,,,5706556685,,Luzerne County
node/2981726851,Pizza Mia,-77.7795233,40.9121132,,16823,,,,,Centre County
node/2984499658,Lino's Pizza and Restaurant,-75.8865845,41.2712658,,18704,,,5702834322,,Luzerne County
node/3013502971,Millio's Itallian Restaurant,-78.3864909,40.4865666,,16602,,,,,Blair County
node/3023560082,Jethro's,-78.4054019,40.4576448,,16601,,,,,Blair County
node/3090068196,La Bella Italia,-77.2234011,39.8329437,,17325,,,,,Adams County
node/3115119195,Italian Village Pizza,-80.0218369,40.3323447,,15102,,,,,Allegheny County
node/3129660687,Original Italian Grille,-76.5218964,41.9909807,,18840,,,,,Bradford County
node/3129670931,Original Italian Pizza,-76.5255438,41.9796407,,18840,,,,,Bradford County
node/3377158476,Olive Garden,-75.2243301,40.0034691,,19004,,,,,Montgomery County
node/3445316483,Mamma's Pizza,-76.9337303,40.052474,Wellsville,17365,,,,,York County
node/3454069369,Aldo's Pizza Town USA,-76.9821064,40.174703,Mechanicsburg,17055,,Mo off;Tu-Th 10:30-21:30;Fr-Sa 10:30-22:30;Su 11:30-21:30,+1 717 691 6733,https://www.aldospizzatownusa.com/,Cumberland County
node/3476840061,Carini's Italian Restaurant,-76.0473144,40.1184699,Blue Ball,17506,,10:00-21:00,+1 717-354-4025,,Lancaster County
node/3531172122,DiMaio's Family Ristorante & Pizzeria,-75.3393147,40.5684168,Hellertown,18055,,Mo-Th 11:00-21:30; Fr-Su 11:00-22:00,+1-610-838-8004,https://dimaios.net,Northampton County
node/3561965410,Sicily Restaurant,-75.3078744,40.6661927,,18020,,,,,Northampton County
node/3562458003,Golden Crust,-76.6042983,39.9012996,Red Lion,17356,,,,,York County
node/3575589718,Ecco Domani,-75.3847814,40.5169714,,18036,,,,,Lehigh County
node/3584425325,Colonial Pizza and Spaghetti House,-75.2066602,40.6932246,,18042,,,,,Northampton County
node/3584425331,Sette Luna,-75.2078255,40.6898899,,18042,,,610.253.8888,https://www.setteluna.com/,Northampton County
node/3629237317,Tre Scalini,-75.1675615,39.926243,Philadelphia,19148,,Tu-Sa 17:00-22:00; Su 16:00-21:00; Mo closed,,https://www.trescaliniphiladelphia.com/,Philadelphia County
node/3629250848,Noir,-75.1674991,39.9262992,Philadelphia,19148,,,,https://www.noirrestaurantandbar.com/,Philadelphia County
node/3634830553,Pizza Roma,-80.0392423,40.5587179,,15237,,,,,Allegheny County
node/3637892959,Mom Chaffe's Cellarette,-75.9481187,40.3374417,West Reading,19611,,Mo-Th 17:00-20:30; Fr 16:30-21:00; Sa 16:30-21:30; Su off,+1 610 374-5733,https://momchaffes.com/,Berks County
node/3731607184,dolce Zola,-75.6028895,39.9613622,West Chester,19380,,Mo off; Tu-Th 16:00-21:00; Fr-Sa 16:00-22:00; Su 16:00-20:00,+1 484-887-0760,https://www.dolcezola.com/location,Chester County
node/3809475393,From The Boot,-75.3017999,40.1551648,,19422,,,,,Montgomery County
node/3811384359,Original Itialian Pizza,-77.939001,40.39213,Mapleton,17052,,,(814) 514-3027,,Huntingdon County
node/4010224385,Ristorante Arlecchino,-80.108779,40.2916312,,15055,,,,,Washington County
node/4055253177,Gran Caffe L'Aquila,-75.1694699,39.9514573,Philadelphia,19103,,Mo-Th 07:00-23:00; Fr 07:00-24:00; Sa 08:00-24:00; Su 08:00-23:00,+1 215 568 5600,,Philadelphia County
node/4085097155,Demarco's Italian Restaurant,-75.7088627,40.5782374,,19538,,,,,Berks County
node/4162229260,Carlos Pizza,-75.9633766,40.3339986,Reading,19610,,Mo-Su 10:00-22:00,+1 610-478-4871,https://www.carlospizzeriarestaurant.com,Berks County
node/4289337993,Mia Madre Trattoria,-80.0672439,40.5011068,Avalon,15202,,,+14127666662,https://miamadretrattoria.com/,Allegheny County
node/4358015165,,-80.0743876,40.4730313,,15136,,,,,Allegheny County
node/4358030610,Ricci's' Italian Sausage,-80.098792,40.4752398,McKees Rocks,15136,,,+1-412-331-9531,https://www.riccisausage.net,Allegheny County
node/4378216051,Bravo,-75.4815654,40.628818,,18052,,,,,Lehigh County
node/4386102969,Thomasine's,-80.2256448,40.5846796,,15003,,,,,Beaver County
node/4407505281,Rego's,-79.8989908,40.1394951,,15022,,,,,Washington County
node/4534023856,Francoluigi's Italian Restaurant & High Note Cafe,-75.1660779,39.9302881,Philadelphia,19147,,,,,Philadelphia County
node/4578438551,Original Gyro,-80.0178802,40.3648962,,15129,,,,,Allegheny County
node/4655924258,Bacco Italian,-75.2472119,40.218437,,19454,,,,,Montgomery County
node/4672370598,Pal-Mino's Italian Village,-78.405211,40.5043267,Altoona,16602,,,,,Blair County
node/4672370602,Finelli's Italian Villa,-78.3996835,40.5059253,Altoona,16602,,,,,Blair County
node/4736399656,Franco Ristorante,-75.5172339,40.1337608,Phoenixville,19460,,,+1 610-933-0880,https://www.franco-ristorante.com/index.html,Chester County
node/4775191247,Nonni's Corner Trattoria,-80.0869777,41.1582433,Grove City,16127,,,,,Mercer County
node/4827583336,A Little Pizza Heaven,-75.6457721,41.4341946,Scranton,18509,,,,https://www.alittlepizzaheaven.com/,Lackawanna County
node/4848554650,Oaks Italian Deli,-75.4508021,40.1351995,,19460,,,,,Montgomery County
node/4880698721,LaScala's,-75.152127,39.9495012,,19106,,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-21:00,+1 215 928 09 00,http://lascalasphilly.com/,Philadelphia County
node/4916862795,Della Terra Italian Bistro,-80.1390855,40.8017143,Harmony,16037,,"Tu-Th 16:00-21:00, Fr-Sa 16:00-22:00",724-473-0630,https://www.dellaterrapgh.com/,Butler County
node/4954926333,Little Italy,-76.6617587,40.0892078,,17547,,,,,Lancaster County
node/4960547092,Monte Cello's,-79.9492532,40.5920547,,15091,,,,,Allegheny County
node/5035927416,Pizza Plaza,-75.1038281,40.2069795,Warminster,18974,,,,,Bucks County
node/5218846003,Sicily's Pizza II,-75.2184679,40.711777,,18040,,,,,Northampton County
node/5223887090,Blue Marsh Italian Restaurant & Pizzeria,-76.0329154,40.4052476,,,,,,,Berks County
node/5241955436,Piada,-80.0230491,40.5513402,,15237,,,,,Allegheny County
node/5258665521,Two Guys from Italy,-76.5200482,40.7904146,Coal Township,17866,,,,,Northumberland County
node/5369259493,Maria's,-79.6738361,41.6262732,,16354,,,,,Crawford County
node/5384512913,Lombardozzi's,-79.9472811,40.4605649,,15224,,"We, Th 11:00-21:00; Fr 11:00-22:00; Sa 13:00-22:00; Su 13:00-21:00",+1-412-682-5785,http://lombardozzis.com/,Allegheny County
node/5411129607,Piada Italian Street Food,-80.1746533,40.4499169,,15275,,,,https://mypiada.com/locations/north-fayette,Allegheny County
node/5534939768,Spasso Italian Grill,-75.3896379,39.9181692,Media,19063,,Mo 11:30-21:00; Tu-Sa 11:30-22:00; Su 10:00-21:00,+1 610-565-7803,http://www.spassoitaliangrill.com/media,Delaware County
node/5569987559,Marzoniâ€™s Brick Oven & Brewing Co.,-76.8483146,40.8219799,Selinsgrove,17870,,Su-Th 11:00-22:00;Fr-Sa 11:00-23:00,+1 570 372 1512,http://www.marzonis.com,Snyder County
node/5587004018,Leola Pizza,-76.1851048,40.0883198,,17540,,"Mo,Su off; Tu-Th 10:30-19:00; Fr 10:30-20:00; Sa 11:00-19:30",+1 717 656 7230,,Lancaster County
node/5638565067,Little It Deli,-79.7103904,41.1770652,,16373,,,,,Clarion County
node/5708669429,Zia Maria,-76.0891966,40.2279135,Denver,17517,,11:00-26:00,,,Lancaster County
node/5787781246,Ariano,-75.3912629,39.9177439,Media,19063,,Mo-Th 11:30-21:00; Fr-Sa 11:30-22:30; Su 12:00-21:00,+1 610-892-6944,https://arianomedia.com,Delaware County
node/5802560272,Schiano's Italian Restaurant,-76.5306366,40.5923931,Tower City,17980,,,,,Schuylkill County
node/5816768229,Basile Italian Delight Restaurant,-75.9926903,40.8358378,Tamaqua,18252,,,,,Schuylkill County
node/5821612308,Tommy's Italian Specialty Shop,-75.9048966,40.8237565,Coaldale,18218,,,,,Schuylkill County
node/5828096095,La Dolce Casa,-75.9706914,40.7970969,Tamaqua,18252,,,,,Schuylkill County
node/5829815242,Romano's,-75.8620173,40.7211193,New Ringgold,17960,,,,,Carbon County
node/5837050693,Mannino Italian Garden,-80.1518681,41.6381179,Meadville,16335,,,,,Crawford County
node/5840019881,Roman Delight,-76.0828275,40.6391939,Orwigsburg,17961,,,,,Schuylkill County
node/5861280806,Angela & Adriana,-75.9141672,40.928183,Beaver Meadows,18216,,,,,Luzerne County
node/5861280820,Graziano's,-75.9174157,40.9310756,,18216,,,,,Luzerne County
node/5876415695,Picasso Pizza,-75.4299727,40.6393857,Allentown,18109,,,,,Lehigh County
node/5891888091,Siro's,-75.6011416,40.8055932,Palmerton,18071,,,,,Carbon County
node/5891916205,Papa Al's,-75.6092492,40.8008296,Palmerton,18071,,,,,Carbon County
node/6037904166,Villa Schiano,-76.7824709,40.5624152,,17023,,,,,Dauphin County
node/6056301836,Stoke Coal Fire Pizza & Bar,-75.208487,40.6907893,Easton,18042,,"Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-24:00",+1 610 829 1400,https://www.stokecoalfirepizza.com/,Northampton County
node/6072022838,Pasquales Ristorante,-75.9284131,41.22674,Wilkes-Barre,18706,,,,,Luzerne County
node/6076837752,Piazza Talarico and Papa Joeâ€™s Wine Cellar,-79.9602603,40.4646729,,15224,,"Tu-Th 12:00-20:00; Fr, Sa 12:00-21:00; PH off",+1-412-652-9426,https://piazzatalarico.com/,Allegheny County
node/6101156268,Franco's,-75.8883431,41.2421471,Wilkes-Barre,18701,,,,,Luzerne County
node/6139343791,Villa Rosa,-75.6117489,40.6721984,,18078,,,,,Lehigh County
node/6144529716,Francisco's on the River,-74.8956853,40.3135926,Washington Crossing,18977,,"Tu-Th 17:00-21:00; Fr,Sa 17:00-22:00; Su 16:00-21:00",+1 215-321-8789,https://www.franciscosontheriver.com/,Hunterdon County
node/6154211008,Olyvia's Itaiian Eatery,-75.8227597,40.4271997,Fleetwood,19522,,,+1 610 944-9654,http://olyvias.letseat.at/,Berks County
node/6154214228,Mazzola's,-75.8226417,40.4267015,Fleetwood,19522,,,+1 610 944-7651,,Berks County
node/6173049835,Luigi's,-78.7614102,41.1188369,,15801,,,,,Clearfield County
node/6196973096,The Vineyard,-75.390035,40.6068569,,18015,,,,,Lehigh County
node/6221940190,Tre Scalini Ristorante,-75.3723745,40.6223747,Bethlehem,18018,,,,,Northampton County
node/6274317898,La Verona,-75.7110693,39.8467464,Kennett Square,19348,,"Mo-Su 11:45-21:00; Fr,Sa 12:00-22:00",+1 610-444-2244,https://www.laveronapa.com/,Chester County
node/6379713470,Milroy OIP,-77.5912638,40.7004985,,17063,,,,,Mifflin County
node/6412185644,Carrazza's,-75.2886216,41.1401019,Cresco,18326,,,,,Monroe County
node/6418351509,Basso,-75.2800362,41.158214,Cresco,18326,,,,,Monroe County
node/6434733216,teca,-75.6041271,39.9608542,West Chester,19380,,"Tu-Th 11:00-22:00; Fr,Sa 11:00-23:00; Su 11:00-21:00",+1 610-738-8244,https://www.tecarestaurants.com/,Chester County
node/6439962380,Arugula Ristorante,-75.5391081,39.8540954,,19173,,"Mo-Tu off; We-Th,Su 15:00-21:00; Fr-Sa 15:00-22:00",+1 610-358-0888,https://www.arugulachaddsford.com,Delaware County
node/6441475012,mercato,-75.6054537,39.9593789,West Chester,19382,,Mo-Th 11:00-22:00; Fr-Sa 11:00-23:00; Su 11:00-21:00,+1 610-701-6326,https://mercato-restaurant-and-bar.business.site/,Chester County
node/6443975209,Wesoâ€™s Italian Restaurant and Bar,-75.6372772,40.0478331,,19381,,,,,Chester County
node/6482655531,Ristorante Gennaro,-75.4267043,39.8581632,Aston,19014,,Mo off; Tu-Th 16:00-20:30; Fr-Sa 16:00-21:00; Su 16:00-20:00,+1 610-497-3393,https://gennarosaston.com,Delaware County
node/6545606464,Mamaâ€™s Italian Grill,-75.6074606,40.5510906,,18069,,,,,Lehigh County
node/6632033963,Rocco's Brick Oven Pizzeria,-75.4519009,40.1810427,Collegeville,19426,,"Mo-Th 11:30-21:30; Fr,Sa 11:30-22:00; Su 11:00-21:00",(610) 831-0100,https://www.roccosbrickoven.net/,Montgomery County
node/6682051476,Ambrosia,-75.1796671,39.9500093,Philadelphia,19103,,"Mo-Sa 11:30-14:30,17:00-22:00; Su 17:00-21:00",+1-215-703-2010,https://www.ambrosiabyob.com/,Philadelphia County
node/6712736545,Venice Pizza & Pasta,-75.8583502,39.9845294,Coatesville,19369,,Mo-Th 10:00-22:00; Fr-Sa 10:00-23:00; Su 11:00-22:00,+1 610-380-9600,https://www.venicepizzapa.com,Chester County
node/6765579596,Roma Pizza,-75.1311089,40.2295012,,18976,,,,,Montgomery County
node/6770822501,Meco's,-78.9177996,40.3225587,,15901,,,,,Cambria County
node/6919112249,Napoli Restaurant & Lounge,-80.1929002,40.2123332,,15347,,,,,Washington County
node/7015447886,Marinoâ€™s Pizza & Pasta,-76.6535782,39.9818762,,17402,,,,,York County
node/7107915694,Camillo's,-75.7797891,40.5213447,,19530,,,,,Berks County
node/7223169299,Little Nikki's,-75.4997908,41.5751896,Carbondale,18407,,,,,Lackawanna County
node/7322437943,Trattoria,-75.3816437,40.3498435,,18971,,,,,Montgomery County
node/7332028631,Tosco's Italian Delight,-75.4826442,40.3715219,Red Hill,18076,,,,,Montgomery County
node/7376037024,Giovanni's Cafe,-75.6897987,40.3150806,,19512,,,,,Berks County
node/7403766600,Pomodoro,-80.0893625,40.6135155,,15015,,,,,Allegheny County
node/7439537171,Neapolitan Italian Eatery,-76.1157059,40.7199816,New Philadelphia,17959,,,,,Schuylkill County
node/7567573172,Mama Mia's Pizzeria,-80.0982149,42.0896612,Erie,16508,,,,,Erie County
node/7626273045,Barbato's Italian Restaurant,-80.0429134,42.0721632,Erie,16509,,,,,Erie County
node/7681823947,Fiamma,-75.3991896,40.6399302,Bethlehem,18017,,,,,Northampton County
node/7700509062,Skippereno's Italian Restaurant,-80.0961149,42.0835308,Erie,16509,,,,,Erie County
node/7817709248,Vinnys II,-75.3153711,41.3553498,Greentown,18426,,,,,Wayne County
node/7838241735,Ristorante Castello,-75.2683549,40.1548411,,19422,,,,,Montgomery County
node/7844505006,Nova's Pizza & Pasta,-75.9202061,39.9581729,,19365,,,,,Chester County
node/7844815200,Piacquadio's Restaurant,-80.0349354,40.3688017,Pittsburgh,15234,,,,,Allegheny County
node/7846495146,Carbonara's Ristorante & Pizzeria,-80.0373845,40.3680141,Pittsburgh,15234,,,,,Allegheny County
node/7870989464,Piccolo Mondo Italian Restaurant,-75.6673074,40.2338176,,19465,,,+1 610-970-6173,https://piccolomondopottstown.com,Chester County
node/8071779648,Trattoria 903,-75.6811391,40.9043192,Jim Thorpe,18229,,,,,Carbon County
node/8074889933,The Other Place,-80.0743665,40.390327,Pittsburgh,15220,,"Su 12:00-21:00; Mo-Th,Sa 11:00-22:00; Fr 11:00-23:00",+1-412-279-7777,https://otherplacepgh.com/,Allegheny County
node/8112596475,CafÃ© Carmela,-75.0303755,40.0572232,,19114,,Mo off; Tu-Th 12:00-20:00; Fr-Sa 12:00-21:30; Su 12:00-20:00,,https://cafecarmelaphilly.com/,Burlington County
node/8116871018,Fresco Pizza & Grill,-75.3985244,39.9760382,Newtown Square,19073,,"Su-Th 12:00-20:00, Fr-Sa 12:00-21:00",,,Delaware County
node/8184922242,Bova's,-79.8367152,42.2113699,North East,16428,,,,,Erie County
node/8214361008,Ricardo's,-80.03949,42.14695,Erie,16511,,,,,Erie County
node/8262841798,Mike N Dangelo's Italian,-80.3153118,42.001386,Girard,16417,,,,,Erie County
node/8332072572,Jim's Italian Cuisine,-77.7760859,40.9117907,Bellefonte,16823,,,,,Centre County
node/8332072586,Mama Lucrezia's,-77.7773318,40.911102,Bellefonte,16823,,Tu-Th 16:00-21:00,+1-814-353-1200,,Centre County
node/8344642584,La Locanda Ristorante,-75.4500227,39.975011,Newtown Square,19073,,Mo-Sa 11:30-22:00; Su 11:30-21:00,+1 610-353-7033,http://www.lalocandapa.com,Delaware County
node/8421740707,Napoli,-80.098929,40.3752637,Bridgeville,15017,,Mo 11:00-22:00; Tu-Sa 11:00-23:00; Su 11:00-21:00,+1-412-221-2484,https://napolipa.com/,Allegheny County
node/8464701746,Emerald Garden,-76.6694852,39.7701564,,17361,,,,,York County
node/8881675382,Primanti Bros. Restaurant,-80.0026622,40.4403011,Pittsburgh,15222,,10:00-24:00,+1-412-261-1599,https://primantibros.com/,Allegheny County
node/8910868588,Meloni's Restaurant,-79.7289259,39.9008269,Uniontown,15401,,,724-437-2061,https://melonisrestaurant.com/,Fayette County
node/8919464940,Papa Sal's,-79.2380934,40.4425542,,15717,,,,,Indiana County
node/8925192299,Severina,-80.0445388,40.5182717,,15229,,,+1 412 931 3610,,Allegheny County
node/9027168853,Schmeck's Villa,-75.8446238,40.323935,,19606,,,,,Berks County
node/9142902550,Piada Italian Street Food,-80.0529301,40.3491969,,15241,,,,https://mypiada.com/locations/south-hills,Allegheny County
node/9380028344,Villa Nova West,-76.3839482,40.0416096,Lancaster,17554,,,,,Lancaster County
node/9498480942,Core de Roma,-75.2380558,40.0283739,Belmont Hills,19004,,Wed- Thu : 4:00PM - 9:00PM  Friday- Sat : 3:00PM - 10:00PM  Sunday: 3:00pm -8pm,484-278-4567,https://www.corederomabelmont.com,Montgomery County
node/9558849513,La Stalla,-74.9399581,40.2298237,,19840,,,,https://www.lastallarestaurant.com,Bucks County
node/9707425686,Rustic Kitchen Bistro & Bar,-75.821295,41.2694772,Wilkes-Barre,18702,,,,,Luzerne County
node/9710435817,Paola's Cucina,-75.3879775,40.0451717,,19087,,"Tu-Su 11:00-20:00; Fr,Sa 11:00-21:00",(610) 688-6898,https://www.paolascucina.com/,Delaware County
node/9750254594,Franco's Trattoria,-80.1310024,40.2646171,,15317,,Mo-Sa 16:00-21:00,,,Washington County
node/9896581851,LIFeSTYLE,-78.5033577,40.0189377,,15522,,,,,Bedford County
node/10014394576,Toledo's Pizza II,-77.9050772,39.9146506,,17224,,Mo-Su 10:00-21:00,(717) 595-0156,https://toledos2pizza.e-tab.com/todelos2/venue/60ede266b84f802da8915cd7/menu,Franklin County
node/10048527684,La Tavola,-80.0056248,40.4269387,Pittsburgh,15211,,Tu-Sa 17:00-22:00; Su-Mo off,+1 412 481 3336,http://www.latavolaitalianarestaurant.com/,Allegheny County
node/10069976385,O Sole Mio Restaurant,-75.1564779,39.9388697,Philadelphia,19147,,Tu-Sa 11:00-22:00; Su 13:00-22:00,+1-215-468-1689,https://osolemioitaliancuisine.net,Philadelphia County
node/10134136354,Cianci's Resturant,-80.450754,41.226897,,16148,,,,,Mercer County
node/10293863909,Bacco Pizzeria & Wine Bar,-76.8827,40.2600544,Harrisburg,17101,,,,,Dauphin County
node/10591234136,Via Roma Italian Restaurant & Sports Bar,-75.4060771,40.1568326,Eagleville,19403,,Sa-Th 11:00-21:00; Fr 11:00-22:00,+1-610-631-0669,https://viaromapizzasb.com,Montgomery County
node/10612935919,Bravo,-80.0992856,40.6741459,Cranberry Township,16066,,,,,Butler County
node/10655409198,Napoli Restaurant,-80.2357551,40.658199,Baden,15005,,,,,Beaver County
node/10683754052,Bella's On Fort Couch,-80.0521716,40.3389518,Pittsburgh,15241,,,,,Allegheny County
node/10698482170,Pizza Town,-78.9832583,40.9413498,,15767,,,,https://www.pizzatownpunxsy.com/,Jefferson County
node/10769245176,A Mano,-75.1752861,39.9672087,,19130,,,,https://www.amanophl.com/,Philadelphia County
node/11057538813,Ricky & Maria Pizza and Pasta,-75.2234934,40.0392445,,19427,,,,,Montgomery County
node/11146548023,Maria's Fresh Pasta,-78.7326713,41.1248275,,15801,,,,,Clearfield County
node/11268204461,Angelo's,-75.0451557,40.1671732,,18966,,,,,Bucks County
