Feature,Importance
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_84.3,4.1402058051751566e-10
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_70.3,3.807294259406464e-10
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_75.4,3.7387636916692693e-10
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_81.1,3.3200228540996993e-10
Sex and Age - Total population - Median age (years)_39.9,2.0643427287536648e-10
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_156.3,1.8113101534300106e-10
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_88.6,1.766315735673505e-10
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_101.5,1.488017364624652e-10
Sex and Age - Total population - Sex ratio (males per 100 females)_81.6,1.486782232707199e-10
Sex and Age - Total population - Median age (years)_42.6,1.4408331382886204e-10
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_84.4,1.43628257108419e-10
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_74.7,1.3223883968036123e-10
Sex and Age - Total population - Sex ratio (males per 100 females)_87.7,1.27043805284041e-10
Sex and Age - Total population - Sex ratio (males per 100 females)_105.7,1.2274782232372994e-10
Sex and Age - Total population - Sex ratio (males per 100 females)_100.7,1.1576372668463176e-10
Sex and Age - Total population - Median age (years)_36.5,8.669241778281136e-11
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_86.8,8.593662490403432e-11
Sex and Age - Total population - Sex ratio (males per 100 females)_74.5,7.631858423586339e-11
Sex and Age - Total population - Median age (years)_32.4,6.858360323021728e-11
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_170.0,5.790283870359868e-11
Sex and Age - Total population - Median age (years)_37.6,5.575989774290717e-11
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_62.4,5.215900035680283e-11
Sex and Age - Total population - Median age (years)_36.9,5.0979446488907206e-11
Sex and Age - Total population - Sex ratio (males per 100 females)_96.7,4.97384098763357e-11
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_101.9,4.902612165461791e-11
Sex and Age - Total population - Sex ratio (males per 100 females)_90.9,4.4271052271987945e-11
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_72.1,4.032810543665883e-11
Sex and Age - Total population - Median age (years)_40.1,3.555057141111462e-11
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_92.6,3.3051695196970064e-11
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_107.1,2.8762762874488155e-11
Sex and Age - Total population - Median age (years)_44.0,8.398149585059376e-12
Sex and Age - Total population - Sex ratio (males per 100 females)_95.2,7.90012799729353e-12
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_69.5,7.843607587692666e-12
Sex and Age - Total population - Median age (years)_45.4,7.830571780948088e-12
Sex and Age - Total population - Median age (years)_41.3,7.477655962789486e-12
Sex and Age - Total population - Sex ratio (males per 100 females)_98.3,6.42161531674039e-12
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_113.3,3.895474185800492e-12
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_91.8,3.9727964302457704e-13
Sex and Age - Total population - Sex ratio (males per 100 females)_87.2,1.918824115418413e-18
Sex and Age - Total population - Median age (years)_45.2,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_92.9,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_83.3,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_94.2,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_82.1,0.0
Sex and Age - Total population - Median age (years)_38.7,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_83.3,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_45.6,0.0
Sex and Age - Total population - Median age (years)_45.0,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_98.1,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_100.6,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_97.2,0.0
Sex and Age - Total population - Median age (years)_42.1,0.0
Sex and Age - Total population - Median age (years)_43.9,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_102.9,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_110.1,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_96.0,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_93.8,0.0
Sex and Age - Total population - Median age (years)_44.3,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_91.6,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_109.9,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_113.8,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_93.5,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_69.8,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_108.2,0.0
Sex and Age - Total population - Median age (years)_37.9,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_90.0,0.0
Sex and Age - Total population - Median age (years)_32.6,0.0
Sex and Age - Total population - Median age (years)_34.2,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_95.7,0.0
Sex and Age - Total population - Median age (years)_34.0,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_100.8,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_101.4,0.0
Sex and Age - Total population - Median age (years)_43.6,0.0
Sex and Age - Total population - Median age (years)_33.0,0.0
Sex and Age - Total population - Median age (years)_32.5,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_80.1,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_97.6,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_98.4,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_128.8,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_107.6,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_81.7,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_83.5,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_102.7,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_95.1,0.0
Sex and Age - Total population - Median age (years)_35.5,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_67.7,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_86.3,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_88.3,0.0
Sex and Age - Total population - Median age (years)_46.6,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_88.0,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_62.9,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_39.4,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_86.9,0.0
Sex and Age - Total population - Median age (years)_37.5,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_90.3,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_82.0,0.0
Sex and Age - Total population - Sex ratio (males per 100 females)_91.7,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_100.7,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_87.6,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_86.5,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_85.2,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_84.4,0.0
Sex and Age - Total population - 65 years and over - Sex ratio (males per 100 females)_86.4,0.0
Sex and Age - Total population - 18 years and over - Sex ratio (males per 100 females)_87.9,0.0
